SOURCE,DESTINATION,TIMESTAMP,WEIGHT
67,13,730363,1
67,13,730363,1
48,13,730363,1
48,50,730363,1
48,13,730363,1
48,67,730363,1
48,147,730363,1
48,50,730363,1
67,50,730363,1
67,50,730363,1
67,50,730363,1
67,13,730363,1
67,13,730363,1
48,67,730364,1
67,48,730364,1
48,67,730364,1
48,67,730364,1
48,136,730364,1
48,67,730364,1
67,147,730364,1
67,147,730364,1
67,50,730365,1
67,13,730365,1
48,67,730365,1
67,48,730365,1
67,147,730365,1
67,50,730365,1
67,13,730365,1
67,48,730365,1
67,147,730365,1
67,50,730365,1
67,13,730365,1
67,48,730365,1
67,48,730365,1
48,67,730365,1
67,147,730365,1
67,48,730365,1
50,67,730365,1
48,136,730366,1
48,67,730366,1
67,48,730366,1
67,50,730366,1
67,50,730366,1
48,67,730366,1
48,67,730366,1
48,67,730370,1
48,147,730370,1
67,147,730370,1
67,50,730370,1
67,13,730370,1
67,48,730370,1
48,67,730370,1
67,50,730370,1
67,147,730370,1
50,67,730370,1
50,67,730370,1
50,67,730370,1
67,147,730370,1
67,50,730370,1
67,13,730370,1
67,48,730370,1
48,67,730370,1
48,67,730371,1
48,147,730371,1
67,13,730371,1
67,147,730371,1
67,50,730371,1
67,13,730371,1
67,48,730371,1
67,50,730371,1
67,13,730371,1
67,147,730371,1
67,50,730371,1
67,13,730371,1
67,48,730371,1
67,147,730371,1
67,50,730371,1
67,13,730371,1
48,67,730371,1
75,142,730371,1
75,142,730371,1
48,147,730372,1
67,147,730372,1
75,137,730372,1
48,107,730372,1
48,107,730372,1
48,67,730372,1
48,13,730372,1
48,67,730372,1
48,13,730372,1
48,147,730373,1
48,13,730373,1
48,67,730373,1
48,147,730373,1
48,50,730373,1
67,13,730373,1
67,50,730376,1
67,147,730376,1
48,136,730376,1
48,142,730376,1
48,27,730376,1
48,67,730376,1
48,147,730376,1
48,50,730376,1
48,13,730376,1
48,76,730376,1
48,13,730377,1
67,13,730377,1
67,13,730378,1
48,147,730379,1
67,50,730379,1
67,13,730379,1
48,13,730380,1
48,67,730380,1
48,147,730380,1
48,50,730380,1
67,147,730380,1
67,147,730380,1
48,147,730383,1
75,137,730383,1
48,147,730383,1
48,13,730383,1
48,67,730383,1
48,147,730383,1
48,50,730383,1
48,147,730385,1
48,147,730386,1
50,67,730390,1
48,147,730392,1
48,147,730392,1
67,13,730392,1
67,13,730392,1
67,13,730392,1
67,13,730392,1
67,13,730393,1
67,50,730393,1
67,147,730393,1
67,147,730393,1
67,48,730394,1
67,48,730394,1
67,48,730394,1
67,48,730394,1
67,147,730394,1
67,50,730394,1
67,13,730394,1
67,48,730394,1
67,13,730394,1
50,67,730397,1
48,147,730397,1
48,13,730397,1
48,147,730397,1
107,48,730400,1
48,136,730400,1
48,27,730400,1
48,107,730400,1
48,107,730400,1
75,137,730400,1
75,137,730401,1
67,13,730404,1
67,13,730404,1
67,13,730404,1
67,13,730404,1
67,50,730404,1
67,13,730404,1
67,13,730404,1
67,13,730404,1
50,67,730404,1
147,67,730405,1
147,67,730405,1
147,27,730405,1
147,67,730405,1
147,67,730405,1
13,48,730406,1
48,107,730406,1
48,107,730406,1
48,107,730406,1
48,107,730406,1
75,137,730407,1
48,147,730407,1
75,137,730408,1
67,50,730411,1
67,13,730411,1
50,67,730411,1
48,147,730411,1
67,13,730411,1
48,27,730413,1
67,147,730414,1
67,13,730414,1
67,13,730414,1
67,50,730414,1
48,13,730414,1
67,50,730415,1
67,50,730415,1
67,50,730415,1
67,50,730415,1
67,50,730415,1
67,13,730415,1
67,13,730415,1
48,67,730415,1
67,48,730415,1
48,107,730415,1
67,13,730418,1
67,50,730418,1
67,13,730418,1
67,67,730418,1
67,67,730418,1
50,67,730418,1
67,13,730418,1
67,13,730418,1
48,50,730418,1
67,44,730418,1
67,50,730419,1
48,67,730420,1
48,67,730420,1
48,67,730420,1
48,67,730420,1
67,67,730425,1
13,67,730426,1
13,67,730426,1
147,13,730427,1
147,50,730427,1
147,48,730427,1
13,67,730427,1
13,67,730427,1
67,147,730427,1
67,50,730427,1
67,13,730427,1
67,147,730427,1
67,147,730427,1
13,67,730428,1
13,67,730428,1
48,50,730428,1
48,13,730428,1
67,13,730429,1
67,13,730429,1
67,13,730432,1
67,13,730432,1
147,67,730433,1
147,67,730433,1
147,67,730433,1
147,67,730433,1
67,147,730433,1
67,13,730433,1
48,122,730434,1
48,107,730434,1
48,122,730434,1
48,107,730434,1
67,147,730436,1
67,50,730436,1
67,13,730439,1
67,147,730439,1
67,50,730439,1
67,48,730439,1
67,13,730439,1
48,147,730443,1
48,67,730443,1
48,13,730443,1
48,67,730443,1
48,147,730443,1
48,50,730443,1
48,67,730443,1
48,67,730443,1
67,13,730446,1
67,13,730446,1
13,48,730447,1
13,48,730447,1
67,147,730448,1
67,76,730452,1
67,13,730452,1
67,13,730452,1
67,13,730452,1
67,147,730452,1
67,13,730452,1
67,147,730452,1
67,13,730452,1
67,13,730452,1
139,69,730454,1
139,27,730454,1
139,69,730454,1
139,27,730454,1
48,50,730455,1
48,50,730455,1
48,67,730456,1
67,48,730457,1
48,136,730461,1
48,136,730461,1
48,136,730461,1
48,136,730461,1
48,50,730461,1
48,13,730461,1
67,13,730461,1
139,69,730462,1
27,69,730462,1
48,136,730462,1
48,136,730462,1
13,67,730462,1
13,67,730462,1
48,136,730462,1
139,69,730462,1
139,27,730462,1
48,136,730463,1
48,27,730463,1
48,147,730463,1
48,147,730463,1
139,69,730463,1
48,27,730463,1
48,136,730463,1
48,136,730463,1
48,27,730463,1
67,13,730463,1
67,50,730463,1
67,13,730463,1
67,48,730463,1
67,147,730463,1
114,81,730464,1
48,136,730464,1
48,27,730464,1
114,81,730467,1
48,136,730467,1
48,27,730467,1
48,136,730467,1
48,136,730467,1
125,61,730467,1
27,39,730468,1
48,136,730468,1
67,147,730468,1
67,147,730468,1
48,136,730468,1
48,27,730468,1
75,58,730469,1
48,147,730469,1
48,67,730469,1
67,27,730469,1
75,142,730469,1
75,142,730469,1
67,13,730469,1
67,13,730469,1
67,13,730469,1
67,13,730469,1
48,136,730469,1
48,27,730469,1
137,32,730470,1
75,142,730470,1
75,142,730470,1
48,27,730470,1
48,27,730470,1
48,136,730470,1
67,13,730470,1
137,32,730470,1
137,32,730470,1
137,32,730471,1
137,32,730471,1
67,27,730471,1
67,27,730471,1
48,136,730471,1
48,27,730471,1
137,32,730471,1
122,125,730471,1
122,122,730471,1
122,128,730471,1
122,91,730471,1
122,59,730471,1
122,49,730471,1
48,136,730471,1
48,27,730471,1
137,32,730474,1
137,32,730474,1
67,50,730474,1
67,13,730474,1
67,13,730474,1
67,13,730474,1
48,136,730474,1
48,27,730474,1
13,27,730474,1
13,67,730474,1
13,67,730474,1
67,13,730475,1
49,19,730475,1
49,19,730475,1
75,142,730475,1
75,142,730475,1
67,27,730475,1
67,13,730475,1
137,20,730475,1
137,20,730475,1
137,20,730475,1
137,20,730475,1
67,96,730475,1
67,13,730476,1
67,50,730476,1
67,13,730476,1
67,50,730476,1
67,13,730476,1
137,49,730476,1
137,49,730476,1
137,49,730476,1
114,96,730477,1
114,81,730477,1
114,96,730477,1
114,96,730477,1
114,81,730478,1
114,81,730478,1
114,81,730478,1
114,81,730478,1
125,61,730481,1
49,137,730481,1
49,137,730481,1
114,96,730481,1
114,81,730481,1
114,96,730481,1
114,81,730481,1
114,96,730481,1
114,81,730481,1
114,96,730481,1
114,81,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
49,49,730481,1
49,49,730481,1
114,81,730481,1
114,63,730481,1
27,54,730481,1
27,54,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
114,81,730481,1
114,63,730481,1
49,2,730481,1
49,2,730481,1
114,96,730481,1
114,81,730481,1
114,96,730481,1
114,81,730481,1
114,63,730481,1
114,96,730481,1
114,81,730481,1
114,96,730481,1
114,81,730481,1
137,141,730481,1
137,49,730481,1
137,141,730481,1
137,49,730481,1
114,114,730481,1
114,114,730481,1
114,81,730482,1
114,81,730482,1
114,81,730482,1
114,81,730482,1
114,63,730482,1
114,114,730482,1
114,114,730482,1
114,114,730482,1
114,114,730482,1
114,114,730482,1
114,114,730482,1
114,81,730482,1
114,63,730482,1
48,13,730482,1
48,67,730482,1
48,147,730482,1
48,50,730482,1
114,114,730482,1
114,114,730482,1
49,19,730482,1
114,81,730482,1
114,114,730482,1
114,81,730482,1
114,114,730482,1
114,81,730482,1
114,81,730482,1
114,63,730482,1
114,81,730483,1
114,63,730483,1
114,81,730483,1
114,63,730483,1
48,136,730483,1
48,27,730483,1
48,13,730483,1
48,13,730483,1
48,13,730483,1
48,13,730483,1
114,96,730484,1
114,81,730484,1
114,96,730484,1
114,81,730484,1
114,96,730484,1
114,81,730484,1
114,96,730484,1
114,81,730484,1
114,63,730484,1
114,81,730484,1
114,96,730484,1
114,81,730484,1
114,96,730484,1
114,81,730484,1
114,63,730484,1
114,114,730484,1
114,63,730484,1
114,114,730484,1
114,63,730484,1
114,114,730484,1
114,63,730484,1
114,114,730484,1
114,63,730484,1
114,96,730484,1
114,89,730484,1
114,63,730484,1
49,2,730484,1
49,2,730484,1
114,81,730484,1
122,57,730484,1
122,122,730484,1
122,125,730484,1
122,25,730484,1
122,7,730484,1
122,54,730484,1
122,54,730484,1
122,122,730484,1
122,125,730484,1
122,25,730484,1
122,7,730484,1
122,54,730484,1
122,54,730484,1
114,81,730485,1
137,49,730489,1
137,49,730489,1
137,49,730489,1
137,49,730489,1
49,2,730489,1
49,141,730489,1
49,141,730489,1
114,96,730489,1
114,96,730489,1
114,114,730489,1
114,96,730489,1
114,114,730489,1
67,147,730489,1
67,13,730489,1
67,13,730489,1
48,136,730489,1
48,27,730489,1
114,96,730489,1
114,96,730489,1
114,96,730489,1
114,96,730489,1
137,32,730490,1
137,48,730490,1
137,32,730490,1
137,48,730490,1
114,81,730490,1
13,48,730490,1
13,67,730490,1
13,147,730490,1
13,50,730490,1
13,48,730490,1
13,67,730490,1
13,147,730490,1
13,50,730490,1
49,141,730490,1
49,141,730490,1
49,141,730490,1
49,19,730490,1
137,49,730490,1
48,136,730491,1
48,27,730491,1
67,13,730491,1
67,13,730491,1
27,54,730491,1
75,4,730491,1
114,81,730491,1
114,81,730491,1
48,136,730491,1
48,27,730491,1
125,61,730492,1
67,13,730492,1
48,136,730492,1
48,27,730492,1
122,107,730492,1
67,13,730495,1
67,13,730495,1
67,13,730495,1
48,67,730495,1
48,27,730495,1
48,67,730495,1
48,27,730495,1
125,61,730495,1
125,61,730495,1
48,136,730495,1
48,27,730495,1
137,141,730496,1
137,2,730496,1
137,141,730496,1
137,2,730496,1
16,29,730496,1
137,141,730496,1
137,141,730496,1
49,73,730496,1
48,136,730496,1
137,141,730496,1
137,49,730496,1
137,49,730496,1
118,21,730496,1
27,54,730496,1
27,54,730496,1
48,136,730497,1
48,27,730497,1
137,141,730497,1
137,49,730497,1
137,49,730497,1
125,61,730497,1
75,110,730497,1
114,81,730497,1
114,96,730497,1
114,81,730497,1
114,96,730497,1
48,136,730497,1
48,27,730497,1
48,136,730497,1
48,27,730497,1
114,63,730497,1
114,64,730497,1
137,49,730497,1
48,136,730497,1
48,27,730497,1
137,32,730497,1
137,49,730497,1
137,49,730497,1
114,81,730497,1
114,81,730497,1
114,81,730497,1
137,141,730498,1
137,49,730498,1
67,50,730498,1
67,50,730498,1
67,50,730498,1
67,13,730498,1
67,50,730498,1
67,13,730498,1
67,50,730498,1
48,13,730498,1
48,67,730498,1
48,147,730498,1
48,50,730498,1
48,50,730498,1
48,13,730498,1
125,61,730498,1
48,136,730498,1
48,27,730498,1
49,137,730499,1
137,49,730499,1
67,147,730499,1
48,136,730499,1
48,27,730499,1
67,48,730502,1
67,48,730502,1
48,132,730502,1
114,81,730502,1
137,49,730502,1
48,136,730502,1
48,27,730502,1
67,50,730503,1
67,13,730503,1
48,67,730503,1
48,13,730503,1
48,67,730503,1
48,147,730503,1
48,50,730503,1
48,147,730503,1
107,107,730503,1
48,67,730503,1
48,67,730503,1
49,141,730503,1
48,77,730504,1
48,132,730504,1
67,50,730504,1
67,13,730504,1
48,136,730504,1
48,27,730504,1
67,147,730504,1
67,147,730505,1
48,136,730505,1
48,27,730505,1
114,81,730506,1
114,114,730506,1
114,114,730506,1
114,81,730506,1
114,114,730506,1
114,114,730506,1
114,114,730506,1
114,81,730506,1
114,96,730506,1
114,81,730506,1
114,96,730506,1
67,13,730506,1
67,13,730506,1
114,81,730507,1
114,114,730508,1
114,81,730509,1
48,136,730509,1
48,27,730509,1
67,13,730509,1
137,49,730509,1
137,32,730509,1
48,142,730509,1
137,49,730509,1
139,69,730510,1
137,49,730510,1
67,147,730510,1
67,50,730510,1
67,13,730510,1
67,48,730510,1
67,13,730510,1
48,136,730510,1
48,27,730510,1
48,67,730510,1
48,136,730510,1
48,27,730510,1
137,49,730510,1
137,49,730510,1
137,49,730510,1
137,49,730510,1
49,137,730510,1
27,54,730510,1
125,61,730511,1
67,50,730511,1
67,13,730511,1
67,50,730511,1
48,136,730511,1
48,136,730511,1
48,13,730511,1
48,67,730511,1
48,147,730511,1
48,50,730511,1
122,128,730511,1
122,128,730511,1
114,96,730511,1
114,96,730511,1
48,136,730511,1
48,27,730511,1
137,49,730512,1
137,141,730512,1
137,49,730512,1
137,141,730512,1
48,13,730512,1
48,67,730512,1
48,147,730512,1
48,50,730512,1
48,13,730512,1
48,67,730512,1
48,147,730512,1
48,50,730512,1
129,45,730512,1
129,148,730512,1
129,45,730512,1
129,148,730512,1
75,75,730512,1
67,48,730512,1
75,58,730512,1
49,73,730512,1
48,136,730512,1
48,27,730512,1
137,141,730513,1
137,2,730513,1
114,63,730513,1
137,49,730513,1
67,50,730513,1
48,77,730513,1
48,132,730513,1
67,13,730513,1
67,13,730513,1
67,13,730513,1
67,147,730516,1
67,147,730516,1
67,147,730516,1
114,96,730516,1
114,89,730516,1
114,63,730516,1
67,13,730516,1
67,13,730516,1
67,147,730516,1
125,61,730516,1
137,141,730516,1
137,2,730516,1
137,49,730516,1
137,141,730516,1
137,2,730516,1
137,49,730516,1
137,49,730516,1
137,49,730516,1
114,81,730516,1
114,81,730516,1
49,137,730516,1
48,136,730516,1
48,27,730516,1
137,49,730516,1
137,49,730516,1
137,49,730516,1
67,50,730517,1
67,13,730517,1
139,69,730517,1
139,69,730517,1
137,141,730517,1
137,141,730517,1
49,19,730517,1
125,61,730517,1
125,61,730517,1
48,136,730517,1
48,27,730517,1
114,114,730517,1
114,114,730517,1
67,50,730518,1
67,13,730518,1
67,48,730518,1
137,32,730518,1
125,61,730518,1
67,50,730518,1
67,13,730518,1
48,136,730518,1
48,27,730518,1
122,54,730518,1
122,150,730518,1
122,150,730518,1
137,2,730519,1
137,2,730519,1
137,49,730519,1
137,2,730519,1
48,136,730520,1
48,27,730520,1
48,67,730520,1
48,13,730520,1
48,13,730520,1
137,49,730520,1
137,141,730520,1
137,2,730520,1
137,141,730520,1
137,2,730520,1
125,49,730520,1
49,137,730520,1
137,49,730520,1
48,107,730520,1
48,136,730520,1
48,27,730520,1
67,48,730523,1
67,50,730523,1
67,13,730523,1
67,50,730523,1
67,13,730523,1
81,114,730523,1
137,49,730523,1
67,50,730523,1
147,107,730523,1
48,13,730524,1
48,13,730524,1
147,107,730524,1
147,107,730524,1
67,13,730524,1
118,101,730524,1
137,2,730525,1
137,49,730525,1
114,114,730525,1
114,96,730525,1
114,96,730525,1
49,141,730525,1
48,136,730525,1
48,27,730525,1
137,141,730526,1
125,61,730526,1
48,136,730527,1
48,27,730527,1
137,49,730527,1
67,13,730527,1
48,13,730527,1
48,13,730527,1
48,67,730527,1
48,147,730527,1
48,50,730527,1
48,67,730527,1
48,136,730527,1
48,27,730527,1
107,54,730527,1
107,150,730527,1
107,150,730527,1
67,50,730530,1
67,13,730530,1
67,13,730530,1
67,48,730530,1
48,147,730530,1
67,13,730530,1
48,136,730530,1
48,27,730530,1
48,13,730531,1
48,67,730531,1
48,147,730531,1
48,50,730531,1
48,136,730531,1
67,147,730531,1
75,49,730531,1
118,101,730531,1
48,147,730531,1
49,141,730531,1
49,141,730531,1
48,147,730532,1
48,13,730532,1
48,13,730532,1
137,49,730532,1
137,49,730532,1
48,147,730532,1
48,147,730532,1
48,136,730533,1
48,27,730533,1
48,147,730533,1
48,147,730533,1
49,19,730533,1
48,147,730533,1
48,147,730533,1
48,136,730533,1
48,136,730533,1
48,27,730533,1
48,147,730534,1
48,136,730534,1
48,27,730534,1
114,81,730535,1
114,81,730535,1
114,81,730535,1
114,81,730535,1
137,49,730538,1
114,96,730538,1
67,147,730538,1
67,50,730538,1
67,13,730538,1
67,48,730538,1
107,54,730538,1
107,150,730538,1
107,54,730538,1
107,150,730538,1
114,81,730538,1
107,54,730538,1
107,150,730538,1
107,150,730538,1
114,96,730538,1
67,50,730538,1
75,49,730538,1
75,137,730538,1
49,141,730538,1
49,2,730538,1
49,2,730538,1
75,49,730539,1
114,96,730539,1
114,96,730539,1
49,141,730539,1
49,2,730539,1
48,136,730539,1
48,27,730539,1
32,18,730539,1
32,32,730539,1
32,137,730539,1
32,68,730539,1
32,66,730539,1
32,4,730539,1
32,49,730539,1
32,18,730539,1
32,32,730539,1
32,137,730539,1
32,68,730539,1
32,66,730539,1
32,4,730539,1
32,49,730539,1
13,48,730540,1
48,13,730540,1
27,69,730540,1
48,13,730541,1
48,67,730541,1
48,147,730541,1
48,50,730541,1
137,49,730541,1
49,137,730541,1
137,18,730541,1
137,141,730541,1
137,2,730541,1
137,49,730541,1
137,141,730541,1
137,2,730541,1
137,141,730541,1
137,49,730541,1
137,2,730541,1
137,141,730541,1
137,49,730541,1
137,2,730541,1
125,61,730544,1
147,13,730544,1
147,50,730544,1
147,48,730544,1
147,67,730544,1
147,67,730544,1
147,13,730544,1
147,50,730544,1
147,48,730544,1
147,67,730544,1
147,67,730544,1
48,147,730544,1
48,107,730544,1
48,147,730544,1
48,107,730544,1
48,147,730544,1
48,107,730544,1
48,147,730544,1
48,107,730544,1
67,147,730544,1
81,114,730544,1
107,54,730544,1
107,150,730544,1
107,101,730544,1
107,96,730544,1
107,44,730544,1
107,62,730544,1
107,45,730544,1
107,107,730544,1
114,81,730545,1
114,63,730545,1
48,136,730545,1
48,27,730545,1
137,141,730545,1
137,49,730545,1
137,19,730545,1
137,2,730545,1
137,141,730545,1
137,49,730545,1
137,19,730545,1
137,2,730545,1
50,67,730545,1
114,114,730545,1
114,114,730545,1
137,141,730545,1
137,2,730545,1
67,50,730545,1
67,13,730545,1
122,54,730545,1
122,150,730545,1
122,150,730545,1
114,114,730546,1
114,114,730546,1
114,96,730546,1
114,96,730546,1
48,136,730546,1
48,27,730546,1
32,18,730546,1
32,32,730546,1
32,137,730546,1
32,141,730546,1
32,68,730546,1
32,66,730546,1
32,4,730546,1
32,49,730546,1
32,18,730546,1
32,32,730546,1
32,137,730546,1
32,141,730546,1
32,68,730546,1
32,66,730546,1
32,4,730546,1
32,49,730546,1
49,19,730546,1
49,141,730546,1
49,141,730546,1
114,114,730546,1
114,114,730546,1
48,13,730546,1
48,67,730546,1
48,147,730546,1
48,50,730546,1
48,136,730547,1
48,27,730547,1
49,141,730547,1
49,2,730547,1
49,19,730547,1
49,141,730547,1
49,2,730547,1
49,19,730547,1
114,81,730547,1
114,63,730547,1
48,147,730547,1
48,147,730547,1
114,96,730547,1
48,136,730548,1
48,27,730548,1
48,77,730548,1
48,77,730548,1
48,77,730548,1
48,39,730548,1
48,132,730548,1
48,13,730548,1
48,13,730548,1
96,114,730551,1
114,60,730551,1
67,50,730551,1
50,67,730551,1
50,147,730551,1
50,67,730551,1
49,19,730551,1
49,141,730551,1
49,2,730551,1
147,13,730551,1
147,50,730551,1
147,67,730551,1
147,13,730551,1
147,48,730551,1
147,67,730551,1
147,13,730551,1
147,48,730551,1
48,136,730551,1
48,27,730551,1
88,48,730551,1
49,137,730551,1
49,137,730551,1
67,147,730551,1
67,147,730551,1
48,136,730551,1
48,27,730551,1
48,136,730551,1
48,27,730551,1
114,81,730552,1
67,50,730552,1
48,147,730552,1
48,107,730552,1
48,147,730552,1
48,107,730552,1
137,141,730552,1
137,2,730552,1
137,2,730552,1
49,19,730552,1
49,32,730552,1
49,141,730552,1
49,141,730552,1
48,136,730552,1
48,27,730552,1
137,49,730553,1
48,147,730553,1
48,107,730553,1
48,147,730553,1
48,107,730553,1
114,60,730553,1
114,96,730553,1
114,60,730553,1
114,96,730553,1
67,50,730553,1
48,136,730554,1
48,27,730554,1
67,50,730554,1
49,19,730554,1
67,13,730554,1
67,50,730554,1
114,114,730554,1
114,110,730554,1
114,96,730554,1
114,114,730554,1
114,110,730554,1
114,96,730554,1
114,114,730554,1
114,110,730554,1
114,96,730554,1
114,114,730554,1
114,110,730554,1
114,96,730554,1
48,13,730554,1
48,147,730554,1
48,147,730554,1
40,48,730554,1
40,48,730554,1
67,13,730554,1
67,13,730554,1
48,147,730554,1
48,13,730554,1
48,67,730554,1
48,147,730554,1
48,50,730554,1
48,13,730554,1
48,67,730554,1
48,147,730554,1
48,50,730554,1
137,137,730555,1
114,96,730555,1
114,96,730555,1
67,50,730555,1
67,13,730555,1
48,136,730555,1
48,27,730555,1
49,19,730555,1
49,2,730555,1
67,50,730555,1
67,50,730555,1
147,27,730555,1
67,50,730555,1
67,13,730555,1
147,48,730555,1
147,67,730555,1
147,67,730555,1
48,147,730555,1
48,136,730555,1
48,27,730555,1
125,61,730555,1
125,61,730555,1
67,13,730555,1
137,49,730558,1
114,110,730558,1
114,110,730558,1
114,96,730558,1
114,96,730558,1
137,49,730558,1
137,49,730558,1
67,13,730558,1
67,13,730558,1
125,61,730558,1
48,13,730558,1
48,67,730558,1
48,147,730558,1
48,50,730558,1
48,27,730558,1
48,147,730558,1
48,147,730558,1
48,147,730558,1
48,147,730558,1
67,13,730558,1
125,61,730558,1
125,61,730558,1
48,136,730558,1
48,27,730558,1
125,61,730559,1
125,61,730559,1
96,114,730559,1
96,81,730559,1
67,147,730559,1
67,50,730559,1
67,13,730559,1
67,48,730559,1
67,147,730559,1
67,50,730559,1
67,13,730559,1
67,48,730559,1
122,54,730559,1
122,150,730559,1
122,150,730559,1
122,123,730559,1
48,136,730559,1
48,27,730559,1
114,96,730560,1
114,63,730561,1
137,49,730561,1
114,96,730561,1
114,96,730561,1
114,60,730561,1
114,60,730561,1
114,60,730561,1
114,60,730561,1
137,141,730561,1
137,2,730561,1
62,44,730561,1
62,44,730561,1
62,44,730561,1
62,44,730561,1
137,141,730562,1
137,2,730562,1
137,141,730562,1
137,2,730562,1
114,63,730562,1
114,63,730562,1
48,136,730562,1
48,27,730562,1
67,13,730562,1
67,13,730562,1
48,147,730562,1
48,13,730562,1
48,107,730562,1
48,147,730562,1
48,13,730562,1
48,107,730562,1
48,136,730562,1
48,27,730562,1
67,147,730565,1
67,50,730565,1
67,13,730565,1
67,48,730565,1
67,147,730565,1
16,16,730565,1
16,16,730565,1
114,110,730565,1
125,61,730565,1
125,61,730565,1
125,61,730565,1
125,61,730565,1
48,136,730566,1
48,27,730566,1
67,147,730566,1
67,147,730566,1
114,63,730566,1
114,96,730566,1
48,77,730566,1
48,39,730566,1
48,132,730566,1
67,13,730566,1
67,13,730566,1
67,13,730566,1
67,13,730566,1
49,19,730566,1
49,2,730566,1
49,141,730566,1
49,141,730566,1
67,147,730566,1
48,147,730566,1
48,147,730566,1
114,63,730566,1
48,13,730567,1
48,67,730567,1
48,147,730567,1
48,50,730567,1
125,61,730567,1
67,13,730567,1
67,50,730568,1
48,136,730568,1
48,27,730568,1
48,13,730568,1
48,67,730568,1
48,147,730568,1
48,50,730568,1
48,13,730568,1
48,67,730568,1
48,147,730568,1
48,50,730568,1
75,49,730568,1
125,61,730568,1
49,75,730568,1
48,13,730568,1
48,67,730568,1
48,147,730568,1
48,50,730568,1
49,75,730568,1
125,61,730568,1
137,49,730568,1
137,49,730568,1
114,63,730568,1
114,63,730568,1
137,2,730568,1
137,49,730568,1
137,49,730568,1
107,127,730568,1
107,129,730568,1
107,54,730568,1
107,123,730568,1
114,96,730569,1
114,96,730569,1
75,49,730569,1
137,32,730569,1
137,49,730569,1
114,63,730572,1
114,114,730572,1
114,114,730572,1
114,63,730572,1
114,114,730572,1
114,114,730572,1
125,61,730572,1
125,61,730572,1
114,114,730572,1
114,114,730572,1
